"","target_id","source_id","weight"
"135","8.00_96.00","9.00_97.00",0.0623823412786641
"136","8.00_98.00","7.00_97.00",0.0626123039653339
"137","8.00_98.00","7.00_98.00",0.125224607930668
"138","8.00_98.00","7.00_99.00",0.0626123039653339
"139","8.00_98.00","8.00_97.00",0.125005354756002
"140","8.00_98.00","8.00_98.00",0.250010709512004
"141","8.00_98.00","8.00_99.00",0.125005354756002
"142","8.00_98.00","9.00_97.00",0.0623823412786641
"143","8.00_98.00","9.00_98.00",0.124764682557328
"144","8.00_98.00","9.00_99.00",0.0623823412786641
"145","8.00_100.00","7.00_99.00",0.0834830719537785
"146","8.00_100.00","7.00_100.00",0.166966143907557
"147","8.00_100.00","8.00_99.00",0.166673806341336
"148","8.00_100.00","8.00_100.00",0.333347612682672
"149","8.00_100.00","9.00_99.00",0.0831764550382188
"150","8.00_100.00","9.00_100.00",0.166352910076438
"151","10.00_68.00","9.00_67.00",0.0626415818556301
"152","10.00_68.00","9.00_68.00",0.12528316371126
"153","10.00_68.00","9.00_69.00",0.0626415818556301
"154","10.00_68.00","10.00_67.00",0.125005354756002
"155","10.00_68.00","10.00_68.00",0.250010709512004
"156","10.00_68.00","10.00_69.00",0.125005354756002
"157","10.00_68.00","11.00_67.00",0.0623530633883679
"158","10.00_68.00","11.00_68.00",0.124706126776736
"159","10.00_68.00","11.00_69.00",0.0623530633883679
"160","10.00_70.00","9.00_69.00",0.0626415818556301
"161","10.00_70.00","9.00_70.00",0.12528316371126
"162","10.00_70.00","9.00_71.00",0.0626415818556301
"163","10.00_70.00","10.00_69.00",0.125005354756002
"164","10.00_70.00","10.00_70.00",0.250010709512004
"165","10.00_70.00","10.00_71.00",0.125005354756002
"166","10.00_70.00","11.00_69.00",0.0623530633883679
"167","10.00_70.00","11.00_70.00",0.124706126776736
"168","10.00_70.00","11.00_71.00",0.0623530633883679
"169","10.00_72.00","9.00_71.00",0.0626415818556301
"170","10.00_72.00","9.00_72.00",0.12528316371126
"171","10.00_72.00","9.00_73.00",0.0626415818556301
"172","10.00_72.00","10.00_71.00",0.125005354756002
