target_id,source_id,weight
10.00_94.00,10.83_93.75,0.0923649136217909
10.00_94.00,10.83_94.58,0.0923649136217909
10.00_96.00,9.17_95.42,0.0928094036472796
10.00_96.00,9.17_96.25,0.0928094036472796
10.00_96.00,9.17_97.08,0.037123956692752
10.00_96.00,9.72_95.42,0.115845115887945
10.00_96.00,9.72_96.25,0.115845115887945
10.00_96.00,9.72_97.08,0.046338290046937
10.00_96.00,10.28_95.42,0.115647220659647
10.00_96.00,10.28_96.25,0.115647220659647
10.00_96.00,10.28_97.08,0.0462591315393256
10.00_96.00,10.83_95.42,0.092364561263822
10.00_96.00,10.83_96.25,0.092364561263822
10.00_96.00,10.83_97.08,0.0369460188035986
10.00_98.00,9.17_97.08,0.0556850537042356
10.00_98.00,9.17_97.92,0.0928087482278283
10.00_98.00,9.17_98.75,0.0742489620552474
10.00_98.00,9.72_97.08,0.0695063349842209
10.00_98.00,9.72_97.92,0.115844297790432
10.00_98.00,9.72_98.75,0.0926778890481736
10.00_98.00,10.28_97.08,0.0693875991020527
10.00_98.00,10.28_97.92,0.115646403959669
10.00_98.00,10.28_98.75,0.092519569796898
10.00_98.00,10.83_97.08,0.0554181510948092
10.00_98.00,10.83_97.92,0.0923639089858449
10.00_98.00,10.83_98.75,0.0738930812505885
10.00_100.00,9.17_98.75,0.0371205214592368
10.00_100.00,9.17_99.58,0.185622242528074
10.00_100.00,9.72_98.75,0.0463340021729821
10.00_100.00,9.72_99.58,0.231694519649844
10.00_100.00,10.28_98.75,0.0462548509902354
10.00_100.00,10.28_99.58,0.231298721868385
10.00_100.00,10.83_98.75,0.0369426000354135
10.00_100.00,10.83_99.58,0.184732541295829
12.00_68.00,10.83_67.08,0.013938077641121
12.00_68.00,10.83_67.92,0.0232302108469787
12.00_68.00,10.83_68.75,0.0185846601387038
12.00_68.00,11.39_67.08,0.0696000488977821
12.00_68.00,11.39_67.92,0.116000488193971
12.00_68.00,11.39_68.75,0.0928028446753875
12.00_68.00,11.94_67.08,0.069460839065205
12.00_68.00,11.94_67.92,0.11576847099289
12.00_68.00,11.94_68.75,0.0926172260059394
12.00_68.00,12.50_67.08,0.0693150986940667
12.00_68.00,12.50_67.92,0.115525569522714
12.00_68.00,12.50_68.75,0.0924228996909458
12.00_68.00,13.06_67.08,0.0276830745871435
12.00_68.00,13.06_67.92,0.0461386194072212
12.00_68.00,13.06_68.75,0.036911871639931
12.00_70.00,10.83_68.75,0.00464563404541006
12.00_70.00,10.83_69.58,0.0232306275767365
12.00_70.00,10.83_70.42,0.0232306275767365
12.00_70.00,10.83_71.25,0.00464605942792054
12.00_70.00,11.39_68.75,0.0231980596641113
12.00_70.00,11.39_69.58,0.116002569141736
12.00_70.00,11.39_70.42,0.116002569141736
12.00_70.00,11.39_71.25,0.0232001838195574
12.00_70.00,11.94_68.75,0.0231516603001296
12.00_70.00,11.94_69.58,0.115770547778469
12.00_70.00,11.94_70.42,0.115770547778469
12.00_70.00,11.94_71.25,0.0231537802069677
12.00_70.00,12.50_68.75,0.0231030842735509
12.00_70.00,12.50_69.58,0.115527641950851
12.00_70.00,12.50_70.42,0.115527641950851
12.00_70.00,12.50_71.25,0.0231051997324725
12.00_70.00,13.06_68.75,0.00922691328711212
12.00_70.00,13.06_69.58,0.0461394470938839
12.00_70.00,13.06_70.42,0.0461394470938839
12.00_70.00,13.06_71.25,0.00922775815941581
12.00_72.00,10.83_71.25,0.0185843056595972
12.00_72.00,10.83_72.08,0.0232302994663799
12.00_72.00,10.83_72.92,0.0139383435008265
12.00_72.00,11.39_71.25,0.0928010745774022
12.00_72.00,11.39_72.08,0.116000930716592
12.00_72.00,11.39_72.92,0.0696013764731462
12.00_72.00,11.94_71.25,0.0926154594483976
12.00_72.00,11.94_72.08,0.115768912630404
12.00_72.00,11.94_72.92,0.0694621639852327
12.00_72.00,12.50_71.25,0.0924211368399349
12.00_72.00,12.50_72.08,0.115526010233599
12.00_72.00,12.50_72.92,0.0693164208341922
12.00_72.00,13.06_71.25,0.036911167592228
12.00_72.00,13.06_72.08,0.0461387954184011
12.00_72.00,13.06_72.92,0.0276836026236666
12.00_74.00,10.83_72.92,0.00929202158600437
12.00_74.00,10.83_73.75,0.0232304635203996
12.00_74.00,10.83_74.58,0.0232304635203996
12.00_74.00,11.39_72.92,0.0463998819203833
12.00_74.00,11.39_73.75,0.116001749923378
12.00_74.00,11.39_74.58,0.116001749923378
12.00_74.00,11.94_72.92,0.0463070756667093
12.00_74.00,11.94_73.75,0.115769730198663
12.00_74.00,11.94_74.58,0.115769730198663
12.00_74.00,12.50_72.92,0.0462099157347991
12.00_74.00,12.50_73.75,0.115526826086463
12.00_74.00,12.50_74.58,0.115526826086463
12.00_74.00,13.06_72.92,0.0184553231266129
12.00_74.00,13.06_73.75,0.0461391212538414
12.00_74.00,13.06_74.58,0.0461391212538414
12.00_76.00,10.83_75.42,0.0232303748997468
12.00_76.00,10.83_76.25,0.0232303748997468
12.00_76.00,10.83_77.08,0.00929219882731001
12.00_76.00,11.39_75.42,0.116001307394507
